business_id,score,date,type,new_date,year
5455,100,20160814,routine,2016-08-14,2016
5455,100,20150830,routine,2015-08-30,2015
5455,100,20150914,routine,2015-09-14,2015
5457,92,20161011,routine,2016-10-11,2016
5457,100,20170919,routine,2017-09-19,2017
5457,96,20160814,routine,2016-08-14,2016
5457,96,20150830,routine,2015-08-30,2015
5457,100,20160410,routine,2016-04-10,2016
5458,100,20160410,routine,2016-04-10,2016
5458,100,20170919,routine,2017-09-19,2017
5459,98,20170424,routine,2017-04-24,2017
5459,96,20160814,routine,2016-08-14,2016
5459,98,20161011,routine,2016-10-11,2016
5459,96,20160410,routine,2016-04-10,2016
5459,96,20170919,routine,2017-09-19,2017
5460,100,20170919,routine,2017-09-19,2017
5460,98,20160814,routine,2016-08-14,2016
5460,96,20160410,routine,2016-04-10,2016
5461,92,20150830,routine,2015-08-30,2015
5461,100,20150419,routine,2015-04-19,2015
5461,100,20160410,routine,2016-04-10,2016
5461,89,20160814,routine,2016-08-14,2016
5461,98,20161011,routine,2016-10-11,2016
5461,96,20170919,routine,2017-09-19,2017
5462,100,20170424,routine,2017-04-24,2017
5462,100,20170919,routine,2017-09-19,2017
5462,96,20160410,routine,2016-04-10,2016
5463,93,20170919,routine,2017-09-19,2017
5463,98,20170424,routine,2017-04-24,2017
5463,93,20160814,routine,2016-08-14,2016
5463,98,20160410,routine,2016-04-10,2016
5464,100,20160410,routine,2016-04-10,2016
5464,100,20150830,routine,2015-08-30,2015
5464,100,20160814,routine,2016-08-14,2016
5464,100,20170919,routine,2017-09-19,2017
5465,93,20150419,routine,2015-04-19,2015
5465,98,20160410,routine,2016-04-10,2016
5465,93,20150830,routine,2015-08-30,2015
5466,96,20160410,routine,2016-04-10,2016
5466,100,20170919,routine,2017-09-19,2017
5466,100,20170424,routine,2017-04-24,2017
5467,100,20160410,routine,2016-04-10,2016
5467,100,20160814,routine,2016-08-14,2016
5467,100,20150830,routine,2015-08-30,2015
5467,100,20150419,routine,2015-04-19,2015
5469,96,20170424,routine,2017-04-24,2017
5469,98,20170919,routine,2017-09-19,2017
5470,94,20161011,routine,2016-10-11,2016
5470,94,20160814,routine,2016-08-14,2016
5470,98,20150830,routine,2015-08-30,2015
5470,100,20170424,routine,2017-04-24,2017
5470,92,20150419,routine,2015-04-19,2015
5470,100,20160410,routine,2016-04-10,2016
5471,100,20160410,routine,2016-04-10,2016
5471,100,20150419,routine,2015-04-19,2015
5471,100,20170919,routine,2017-09-19,2017
5471,96,20160814,routine,2016-08-14,2016
5471,100,20170424,routine,2017-04-24,2017
5471,98,20161011,routine,2016-10-11,2016
5471,100,20150830,routine,2015-08-30,2015
5473,100,20170919,routine,2017-09-19,2017
5473,100,20160410,routine,2016-04-10,2016
5474,100,20150419,routine,2015-04-19,2015
5474,98,20160410,routine,2016-04-10,2016
5476,98,20160814,routine,2016-08-14,2016
5476,100,20170919,routine,2017-09-19,2017
5477,89,20170919,routine,2017-09-19,2017
5477,92,20161011,routine,2016-10-11,2016
5477,98,20160410,routine,2016-04-10,2016
5477,96,20160814,routine,2016-08-14,2016
5478,93,20150830,routine,2015-08-30,2015
5478,96,20170424,routine,2017-04-24,2017
5478,91,20161011,routine,2016-10-11,2016
5478,96,20160814,routine,2016-08-14,2016
5478,98,20160410,routine,2016-04-10,2016
5478,92,20150419,routine,2015-04-19,2015
5478,100,20170919,routine,2017-09-19,2017
5479,96,20160410,routine,2016-04-10,2016
5479,93,20170919,routine,2017-09-19,2017
5479,96,20150830,routine,2015-08-30,2015
5479,93,20150419,routine,2015-04-19,2015
5479,100,20160814,routine,2016-08-14,2016
5479,92,20161011,routine,2016-10-11,2016
5479,100,20150914,routine,2015-09-14,2015
5480,98,20160410,routine,2016-04-10,2016
5480,98,20170919,routine,2017-09-19,2017
5480,100,20150914,routine,2015-09-14,2015
5480,98,20150419,routine,2015-04-19,2015
5480,100,20150830,routine,2015-08-30,2015
5483,100,20160410,routine,2016-04-10,2016
5484,96,20170424,routine,2017-04-24,2017
5484,100,20160410,routine,2016-04-10,2016
5485,100,20170919,routine,2017-09-19,2017
5485,98,20170424,routine,2017-04-24,2017
5485,98,20160410,routine,2016-04-10,2016
5485,98,20150830,routine,2015-08-30,2015
5485,100,20150419,routine,2015-04-19,2015
5486,100,20170424,routine,2017-04-24,2017
5486,100,20150830,routine,2015-08-30,2015
5486,100,20160410,routine,2016-04-10,2016
5486,96,20160814,routine,2016-08-14,2016
5486,100,20170919,routine,2017-09-19,2017
5486,96,20150419,routine,2015-04-19,2015
5487,100,20170424,routine,2017-04-24,2017
5487,96,20161011,routine,2016-10-11,2016
5487,100,20160814,routine,2016-08-14,2016
5487,98,20160410,routine,2016-04-10,2016
5487,100,20150830,routine,2015-08-30,2015
5487,87,20150419,routine,2015-04-19,2015
5488,90,20161011,routine,2016-10-11,2016
5488,96,20160814,routine,2016-08-14,2016
5488,98,20170919,routine,2017-09-19,2017
5488,98,20160410,routine,2016-04-10,2016
5488,93,20150830,routine,2015-08-30,2015
5488,100,20150419,routine,2015-04-19,2015
5488,91,20170424,routine,2017-04-24,2017
5489,100,20170919,routine,2017-09-19,2017
5489,100,20170424,routine,2017-04-24,2017
5489,89,20160410,routine,2016-04-10,2016
5489,94,20150419,routine,2015-04-19,2015
5490,100,20160410,routine,2016-04-10,2016
5490,100,20150419,routine,2015-04-19,2015
5490,100,20170424,routine,2017-04-24,2017
5491,98,20160410,routine,2016-04-10,2016
5491,100,20170919,routine,2017-09-19,2017
5491,100,20150419,routine,2015-04-19,2015
5491,100,20170424,routine,2017-04-24,2017
5492,100,20150419,routine,2015-04-19,2015
5492,100,20170424,routine,2017-04-24,2017
5492,100,20170919,routine,2017-09-19,2017
5493,100,20160410,routine,2016-04-10,2016
5493,94,20160814,routine,2016-08-14,2016
5493,100,20161011,routine,2016-10-11,2016
5493,100,20170424,routine,2017-04-24,2017
5493,100,20170919,routine,2017-09-19,2017
5494,96,20150419,routine,2015-04-19,2015
5494,98,20160814,routine,2016-08-14,2016
5494,100,20161011,routine,2016-10-11,2016
5494,96,20170424,routine,2017-04-24,2017
5494,92,20150830,routine,2015-08-30,2015
5495,92,20150419,routine,2015-04-19,2015
5495,96,20161011,routine,2016-10-11,2016
5495,100,20170424,routine,2017-04-24,2017
5495,100,20150830,routine,2015-08-30,2015
5495,100,20160814,routine,2016-08-14,2016
5495,100,20160410,routine,2016-04-10,2016
5496,100,20170919,routine,2017-09-19,2017
5496,100,20150830,routine,2015-08-30,2015
5496,93,20160814,routine,2016-08-14,2016
5496,96,20161011,routine,2016-10-11,2016
5496,96,20170424,routine,2017-04-24,2017
5496,96,20150419,routine,2015-04-19,2015
5497,96,20160814,routine,2016-08-14,2016
5497,100,20160410,routine,2016-04-10,2016
5497,93,20150419,routine,2015-04-19,2015
5497,87,20161011,routine,2016-10-11,2016
5497,93,20150830,routine,2015-08-30,2015
5498,93,20160410,routine,2016-04-10,2016
5498,100,20150419,routine,2015-04-19,2015
5498,93,20170919,routine,2017-09-19,2017
5498,100,20170424,routine,2017-04-24,2017
5499,96,20170919,routine,2017-09-19,2017
5499,100,20160814,routine,2016-08-14,2016
5499,92,20160410,routine,2016-04-10,2016
5499,100,20150830,routine,2015-08-30,2015
5499,100,20150419,routine,2015-04-19,2015
5499,100,20161011,routine,2016-10-11,2016
5499,100,20170424,routine,2017-04-24,2017
5500,100,20150830,routine,2015-08-30,2015
5500,100,20160410,routine,2016-04-10,2016
5500,100,20160814,routine,2016-08-14,2016
5500,96,20170424,routine,2017-04-24,2017
5500,98,20170919,routine,2017-09-19,2017
5500,94,20150419,routine,2015-04-19,2015
5501,92,20170424,routine,2017-04-24,2017
5501,96,20160410,routine,2016-04-10,2016
5501,92,20160814,routine,2016-08-14,2016
5501,100,20150830,routine,2015-08-30,2015
5501,94,20150419,routine,2015-04-19,2015
5501,96,20170919,routine,2017-09-19,2017
5502,100,20170919,routine,2017-09-19,2017
5502,100,20160410,routine,2016-04-10,2016
5502,100,20170424,routine,2017-04-24,2017
5502,98,20161011,routine,2016-10-11,2016
5502,96,20160814,routine,2016-08-14,2016
5503,100,20170919,routine,2017-09-19,2017
5503,96,20170424,routine,2017-04-24,2017
5503,100,20160410,routine,2016-04-10,2016
5504,91,20170424,routine,2017-04-24,2017
5504,94,20160520,routine,2016-05-20,2016
5504,100,20150419,routine,2015-04-19,2015
5504,100,20170919,routine,2017-09-19,2017
5504,100,20160410,routine,2016-04-10,2016
5505,94,20150419,routine,2015-04-19,2015
5505,100,20170424,routine,2017-04-24,2017
5505,100,20160410,routine,2016-04-10,2016
5506,100,20170919,routine,2017-09-19,2017
5506,100,20160410,routine,2016-04-10,2016
5506,100,20170424,routine,2017-04-24,2017
5507,86,20170424,routine,2017-04-24,2017
5507,96,20160410,routine,2016-04-10,2016
5507,100,20170919,routine,2017-09-19,2017
5507,100,20150830,routine,2015-08-30,2015
5507,93,20150419,routine,2015-04-19,2015
5508,93,20170424,routine,2017-04-24,2017
5508,100,20170919,routine,2017-09-19,2017
5508,100,20150419,routine,2015-04-19,2015
5508,100,20160410,routine,2016-04-10,2016
5509,100,20170424,routine,2017-04-24,2017
5509,91,20160410,routine,2016-04-10,2016
5511,100,20160410,routine,2016-04-10,2016
5511,100,20170424,routine,2017-04-24,2017
5511,100,20150419,routine,2015-04-19,2015
5521,100,20170424,routine,2017-04-24,2017
5521,100,20161011,routine,2016-10-11,2016
5522,94,20170919,routine,2017-09-19,2017
5522,100,20160410,routine,2016-04-10,2016
5522,98,20160814,routine,2016-08-14,2016
5522,98,20161011,routine,2016-10-11,2016
5522,98,20170424,routine,2017-04-24,2017
5523,100,20160410,routine,2016-04-10,2016
5523,100,20150830,routine,2015-08-30,2015
5524,93,20150830,routine,2015-08-30,2015
5524,100,20160814,routine,2016-08-14,2016
5524,98,20161011,routine,2016-10-11,2016
5524,100,20170919,routine,2017-09-19,2017
5524,100,20160410,routine,2016-04-10,2016
5528,96,20160410,routine,2016-04-10,2016
5528,100,20170424,routine,2017-04-24,2017
5530,91,20171130,routine,2017-11-30,2017
5530,98,20160829,routine,2016-08-29,2016
5530,100,20150813,routine,2015-08-13,2015
5533,96,20150819,routine,2015-08-19,2015
5533,92,20170815,routine,2017-08-15,2017
5544,98,20170424,routine,2017-04-24,2017
5544,96,20160410,routine,2016-04-10,2016
5552,100,20150819,routine,2015-08-19,2015
5552,96,20160527,routine,2016-05-27,2016
5552,90,20170815,routine,2017-08-15,2017
5564,93,20150210,routine,2015-02-10,2015
5564,90,20160516,routine,2016-05-16,2016
5564,94,20170227,routine,2017-02-27,2017
5564,94,20171025,routine,2017-10-25,2017
5578,100,20160829,routine,2016-08-29,2016
5578,96,20150813,routine,2015-08-13,2015
5578,94,20171130,routine,2017-11-30,2017
5605,100,20150914,routine,2015-09-14,2015
5605,100,20161005,routine,2016-10-05,2016
5605,98,20170721,routine,2017-07-21,2017
5606,100,20150914,routine,2015-09-14,2015
5606,94,20170707,routine,2017-07-07,2017
5607,77,20150626,routine,2015-06-26,2015
5607,87,20171128,routine,2017-11-28,2017
5610,94,20150923,routine,2015-09-23,2015
5610,96,20160623,routine,2016-06-23,2016
5617,100,20170424,routine,2017-04-24,2017
5617,100,20150830,routine,2015-08-30,2015
5617,96,20160410,routine,2016-04-10,2016
5617,96,20170919,routine,2017-09-19,2017
5617,100,20160814,routine,2016-08-14,2016
5618,96,20160814,routine,2016-08-14,2016
5618,100,20161011,routine,2016-10-11,2016
5618,100,20170424,routine,2017-04-24,2017
5618,94,20170919,routine,2017-09-19,2017
5618,96,20160410,routine,2016-04-10,2016
5619,98,20160410,routine,2016-04-10,2016
5619,90,20170424,routine,2017-04-24,2017
5620,98,20170424,routine,2017-04-24,2017
5620,96,20160410,routine,2016-04-10,2016
5621,96,20160814,routine,2016-08-14,2016
5621,92,20160410,routine,2016-04-10,2016
5622,96,20161011,routine,2016-10-11,2016
5622,94,20160814,routine,2016-08-14,2016
5622,96,20170919,routine,2017-09-19,2017
5622,100,20160410,routine,2016-04-10,2016
5623,92,20170919,routine,2017-09-19,2017
5623,100,20160410,routine,2016-04-10,2016
5623,100,20160814,routine,2016-08-14,2016
5623,94,20170424,routine,2017-04-24,2017
5623,94,20161011,routine,2016-10-11,2016
5624,98,20170424,routine,2017-04-24,2017
5624,96,20170919,routine,2017-09-19,2017
5624,96,20160814,routine,2016-08-14,2016
5624,100,20161011,routine,2016-10-11,2016
5624,90,20160410,routine,2016-04-10,2016
5626,96,20170424,routine,2017-04-24,2017
5626,98,20170919,routine,2017-09-19,2017
5626,100,20150419,routine,2015-04-19,2015
5626,100,20150830,routine,2015-08-30,2015
5626,91,20160410,routine,2016-04-10,2016
5626,94,20160814,routine,2016-08-14,2016
5626,94,20161011,routine,2016-10-11,2016
5627,98,20150419,routine,2015-04-19,2015
5627,94,20150830,routine,2015-08-30,2015
5627,100,20160410,routine,2016-04-10,2016
5627,100,20170919,routine,2017-09-19,2017
5628,96,20160814,routine,2016-08-14,2016
5628,96,20161011,routine,2016-10-11,2016
5628,98,20150830,routine,2015-08-30,2015
5628,96,20160410,routine,2016-04-10,2016
5628,100,20170919,routine,2017-09-19,2017
5628,98,20150419,routine,2015-04-19,2015
5629,100,20170919,routine,2017-09-19,2017
5629,100,20161011,routine,2016-10-11,2016
5629,98,20160814,routine,2016-08-14,2016
5629,96,20160410,routine,2016-04-10,2016
5629,98,20150830,routine,2015-08-30,2015
5630,92,20160814,routine,2016-08-14,2016
5630,100,20170919,routine,2017-09-19,2017
5630,100,20150830,routine,2015-08-30,2015
5630,96,20161011,routine,2016-10-11,2016
5630,100,20160410,routine,2016-04-10,2016
5631,100,20160410,routine,2016-04-10,2016
5631,98,20170919,routine,2017-09-19,2017
5631,94,20161011,routine,2016-10-11,2016
5631,94,20160814,routine,2016-08-14,2016
5631,94,20150830,routine,2015-08-30,2015
5632,100,20161011,routine,2016-10-11,2016
5632,93,20160814,routine,2016-08-14,2016
5632,90,20150830,routine,2015-08-30,2015
5633,96,20150914,routine,2015-09-14,2015
5633,92,20161011,routine,2016-10-11,2016
5633,90,20150830,routine,2015-08-30,2015
5633,94,20160814,routine,2016-08-14,2016
5633,100,20160410,routine,2016-04-10,2016
5633,96,20150419,routine,2015-04-19,2015
5633,100,20170919,routine,2017-09-19,2017
5634,94,20150419,routine,2015-04-19,2015
5634,90,20150830,routine,2015-08-30,2015
5634,96,20150914,routine,2015-09-14,2015
5634,100,20160410,routine,2016-04-10,2016
5634,98,20160814,routine,2016-08-14,2016
5634,92,20170919,routine,2017-09-19,2017
5634,98,20161011,routine,2016-10-11,2016
5634,98,20170424,routine,2017-04-24,2017
5635,100,20160410,routine,2016-04-10,2016
5635,100,20150419,routine,2015-04-19,2015
5635,96,20150914,routine,2015-09-14,2015
5635,96,20160814,routine,2016-08-14,2016
5635,98,20170424,routine,2017-04-24,2017
5635,98,20170919,routine,2017-09-19,2017
5636,100,20150419,routine,2015-04-19,2015
5636,100,20150830,routine,2015-08-30,2015
5636,98,20170424,routine,2017-04-24,2017
5636,96,20160410,routine,2016-04-10,2016
5636,98,20150914,routine,2015-09-14,2015
5639,96,20160410,routine,2016-04-10,2016
5639,96,20170919,routine,2017-09-19,2017
5639,90,20170424,routine,2017-04-24,2017
5639,94,20161011,routine,2016-10-11,2016
5640,90,20161011,routine,2016-10-11,2016
5640,96,20170424,routine,2017-04-24,2017
5640,96,20160410,routine,2016-04-10,2016
5640,96,20170919,routine,2017-09-19,2017
5641,100,20150830,routine,2015-08-30,2015
5641,100,20161011,routine,2016-10-11,2016
5641,90,20150419,routine,2015-04-19,2015
5641,100,20160410,routine,2016-04-10,2016
5641,100,20170424,routine,2017-04-24,2017
5642,100,20160410,routine,2016-04-10,2016
5642,98,20150419,routine,2015-04-19,2015
5642,100,20170919,routine,2017-09-19,2017
5642,100,20170424,routine,2017-04-24,2017
5643,100,20160814,routine,2016-08-14,2016
5643,100,20170919,routine,2017-09-19,2017
5643,100,20160410,routine,2016-04-10,2016
5643,98,20150830,routine,2015-08-30,2015
5643,98,20170424,routine,2017-04-24,2017
5643,98,20161011,routine,2016-10-11,2016
5643,100,20150419,routine,2015-04-19,2015
5644,86,20150830,routine,2015-08-30,2015
5644,100,20170919,routine,2017-09-19,2017
5644,93,20170424,routine,2017-04-24,2017
5644,96,20160410,routine,2016-04-10,2016
5644,100,20160814,routine,2016-08-14,2016
5644,96,20150419,routine,2015-04-19,2015
5644,92,20161011,routine,2016-10-11,2016
5645,100,20160814,routine,2016-08-14,2016
5645,98,20150830,routine,2015-08-30,2015
5645,90,20161011,routine,2016-10-11,2016
5645,96,20170424,routine,2017-04-24,2017
5645,98,20150419,routine,2015-04-19,2015
5645,96,20160410,routine,2016-04-10,2016
5645,100,20170919,routine,2017-09-19,2017
5646,100,20161011,routine,2016-10-11,2016
5646,96,20170919,routine,2017-09-19,2017
5646,94,20170424,routine,2017-04-24,2017
5646,92,20150419,routine,2015-04-19,2015
5646,100,20160814,routine,2016-08-14,2016
5646,85,20150830,routine,2015-08-30,2015
5647,100,20170919,routine,2017-09-19,2017
5647,92,20150419,routine,2015-04-19,2015
5647,100,20150830,routine,2015-08-30,2015
5647,96,20160814,routine,2016-08-14,2016
5647,100,20161011,routine,2016-10-11,2016
5647,96,20170424,routine,2017-04-24,2017
5648,100,20150830,routine,2015-08-30,2015
5648,100,20161011,routine,2016-10-11,2016
5648,100,20160814,routine,2016-08-14,2016
5648,96,20170424,routine,2017-04-24,2017
5648,100,20150419,routine,2015-04-19,2015
5649,92,20150830,routine,2015-08-30,2015
5649,94,20150419,routine,2015-04-19,2015
5649,92,20160410,routine,2016-04-10,2016
5649,98,20160814,routine,2016-08-14,2016
5649,92,20161011,routine,2016-10-11,2016
5649,94,20170424,routine,2017-04-24,2017
5649,93,20170919,routine,2017-09-19,2017
5650,96,20160410,routine,2016-04-10,2016
5650,94,20160814,routine,2016-08-14,2016
5650,98,20150830,routine,2015-08-30,2015
5650,96,20170919,routine,2017-09-19,2017
5650,100,20150419,routine,2015-04-19,2015
5651,96,20170919,routine,2017-09-19,2017
5651,96,20170424,routine,2017-04-24,2017
5651,96,20161011,routine,2016-10-11,2016
5651,94,20160814,routine,2016-08-14,2016
5651,94,20160410,routine,2016-04-10,2016
5651,98,20150830,routine,2015-08-30,2015
5651,92,20150419,routine,2015-04-19,2015
5652,100,20160410,routine,2016-04-10,2016
5652,100,20150830,routine,2015-08-30,2015
5652,100,20170919,routine,2017-09-19,2017
5652,96,20150419,routine,2015-04-19,2015
5652,100,20170424,routine,2017-04-24,2017
5653,94,20170928,routine,2017-09-28,2017
5653,96,20161031,routine,2016-10-31,2016
5653,96,20160420,routine,2016-04-20,2016
5654,96,20161031,routine,2016-10-31,2016
5654,96,20170928,routine,2017-09-28,2017
5654,94,20160422,routine,2016-04-22,2016
5657,100,20160410,routine,2016-04-10,2016
5657,96,20150419,routine,2015-04-19,2015
5657,100,20150830,routine,2015-08-30,2015
5657,100,20170919,routine,2017-09-19,2017
5657,93,20170424,routine,2017-04-24,2017
5658,96,20150419,routine,2015-04-19,2015
5658,100,20150830,routine,2015-08-30,2015
5658,100,20170919,routine,2017-09-19,2017
5658,98,20160410,routine,2016-04-10,2016
5744,100,20160829,routine,2016-08-29,2016
5744,98,20150629,routine,2015-06-29,2015
5744,100,20170929,routine,2017-09-29,2017
5760,100,20160129,routine,2016-01-29,2016
5760,72,20150821,routine,2015-08-21,2015
5760,94,20170605,routine,2017-06-05,2017
5786,94,20171003,routine,2017-10-03,2017
5787,100,20170223,routine,2017-02-23,2017
5787,100,20160831,routine,2016-08-31,2016
5787,100,20150902,routine,2015-09-02,2015
5787,94,20160321,routine,2016-03-21,2016
5787,93,20150423,routine,2015-04-23,2015
5787,100,20171027,routine,2017-10-27,2017
5788,100,20170209,routine,2017-02-09,2017
5788,100,20160324,routine,2016-03-24,2016
5788,100,20160902,routine,2016-09-02,2016
5788,100,20171025,routine,2017-10-25,2017
5788,89,20150422,routine,2015-04-22,2015
5788,100,20150923,routine,2015-09-23,2015
5789,100,20150210,routine,2015-02-10,2015
5789,96,20160321,routine,2016-03-21,2016
5789,100,20150902,routine,2015-09-02,2015
5789,100,20171026,routine,2017-10-26,2017
5789,100,20170210,routine,2017-02-10,2017
5789,100,20160831,routine,2016-08-31,2016
5790,96,20150209,routine,2015-02-09,2015
5790,100,20160901,routine,2016-09-01,2016
5790,100,20160323,routine,2016-03-23,2016
5790,100,20170210,routine,2017-02-10,2017
5790,100,20171026,routine,2017-10-26,2017
5790,100,20150915,routine,2015-09-15,2015
5791,100,20171025,routine,2017-10-25,2017
5791,100,20170209,routine,2017-02-09,2017
5791,94,20160916,routine,2016-09-16,2016
5791,90,20160321,routine,2016-03-21,2016
5791,96,20150209,routine,2015-02-09,2015
5791,96,20150915,routine,2015-09-15,2015
5792,100,20160324,routine,2016-03-24,2016
5792,100,20171027,routine,2017-10-27,2017
5792,100,20160830,routine,2016-08-30,2016
5792,100,20170210,routine,2017-02-10,2017
5792,100,20150422,routine,2015-04-22,2015
5792,100,20150921,routine,2015-09-21,2015
5794,100,20150422,routine,2015-04-22,2015
5794,100,20170223,routine,2017-02-23,2017
5794,100,20150423,routine,2015-04-23,2015
5794,98,20151116,routine,2015-11-16,2015
5794,98,20160322,routine,2016-03-22,2016
5794,96,20160907,routine,2016-09-07,2016
5794,100,20171207,routine,2017-12-07,2017
5796,98,20151112,routine,2015-11-12,2015
5796,100,20150304,routine,2015-03-04,2015
5796,98,20160414,routine,2016-04-14,2016
5796,87,20170209,routine,2017-02-09,2017
5796,98,20170825,routine,2017-08-25,2017
5796,98,20160928,routine,2016-09-28,2016
5797,92,20170209,routine,2017-02-09,2017
5797,98,20170926,routine,2017-09-26,2017
5797,98,20161006,routine,2016-10-06,2016
5797,96,20160316,routine,2016-03-16,2016
5797,100,20150429,routine,2015-04-29,2015
5797,92,20151027,routine,2015-10-27,2015
5799,98,20150928,routine,2015-09-28,2015
5799,100,20171024,routine,2017-10-24,2017
5799,94,20170206,routine,2017-02-06,2017
5799,93,20160318,routine,2016-03-18,2016
5799,100,20160914,routine,2016-09-14,2016
5800,94,20160317,routine,2016-03-17,2016
5800,98,20171017,routine,2017-10-17,2017
5800,96,20150126,routine,2015-01-26,2015
5800,96,20150910,routine,2015-09-10,2015
5801,100,20170926,routine,2017-09-26,2017
5801,98,20170209,routine,2017-02-09,2017
5801,100,20161014,routine,2016-10-14,2016
5801,100,20160411,routine,2016-04-11,2016
5801,100,20150325,routine,2015-03-25,2015
5801,100,20150921,routine,2015-09-21,2015
5802,100,20170126,routine,2017-01-26,2017
5802,94,20171003,routine,2017-10-03,2017
5802,100,20150304,routine,2015-03-04,2015
5802,96,20160405,routine,2016-04-05,2016
5802,98,20161012,routine,2016-10-12,2016
5803,94,20151106,routine,2015-11-06,2015
5803,94,20171010,routine,2017-10-10,2017
5803,96,20170214,routine,2017-02-14,2017
5803,96,20160419,routine,2016-04-19,2016
5803,100,20150507,routine,2015-05-07,2015
5804,100,20150325,routine,2015-03-25,2015
5804,100,20171024,routine,2017-10-24,2017
5804,100,20160411,routine,2016-04-11,2016
5804,100,20150918,routine,2015-09-18,2015
5804,100,20160919,routine,2016-09-19,2016
5804,100,20170208,routine,2017-02-08,2017
5805,92,20160901,routine,2016-09-01,2016
5805,100,20150504,routine,2015-05-04,2015
5805,82,20160406,routine,2016-04-06,2016
5805,100,20151016,routine,2015-10-16,2015
5805,96,20170202,routine,2017-02-02,2017
5805,94,20170919,routine,2017-09-19,2017
5807,98,20170202,routine,2017-02-02,2017
5807,98,20150504,routine,2015-05-04,2015
5807,93,20151016,routine,2015-10-16,2015
5807,100,20160406,routine,2016-04-06,2016
5807,98,20160901,routine,2016-09-01,2016
5807,96,20170919,routine,2017-09-19,2017
5808,98,20170914,routine,2017-09-14,2017
5808,98,20160908,routine,2016-09-08,2016
5808,92,20160318,routine,2016-03-18,2016
5808,100,20151014,routine,2015-10-14,2015
5808,100,20150212,routine,2015-02-12,2015
5808,100,20170209,routine,2017-02-09,2017
5810,92,20160909,routine,2016-09-09,2016
5810,100,20150212,routine,2015-02-12,2015
5810,92,20160322,routine,2016-03-22,2016
5810,96,20151014,routine,2015-10-14,2015
5810,96,20170209,routine,2017-02-09,2017
5810,100,20170914,routine,2017-09-14,2017
5811,94,20150918,routine,2015-09-18,2015
5811,96,20170911,routine,2017-09-11,2017
5811,98,20160912,routine,2016-09-12,2016
5811,100,20160425,routine,2016-04-25,2016
5812,100,20160425,routine,2016-04-25,2016
5812,98,20160927,routine,2016-09-27,2016
5812,98,20150218,routine,2015-02-18,2015
5812,100,20150904,routine,2015-09-04,2015
5812,100,20170912,routine,2017-09-12,2017
5813,100,20150309,routine,2015-03-09,2015
5813,100,20160502,routine,2016-05-02,2016
5813,98,20160916,routine,2016-09-16,2016
5813,96,20171002,routine,2017-10-02,2017
5813,96,20151021,routine,2015-10-21,2015
5814,100,20150501,routine,2015-05-01,2015
5814,100,20170823,routine,2017-08-23,2017
5814,100,20160902,routine,2016-09-02,2016
5814,100,20160322,routine,2016-03-22,2016
5814,100,20170117,routine,2017-01-17,2017
5815,94,20150309,routine,2015-03-09,2015
5815,90,20160503,routine,2016-05-03,2016
5815,96,20170928,routine,2017-09-28,2017
5815,96,20160920,routine,2016-09-20,2016
5815,94,20151021,routine,2015-10-21,2015
5816,96,20170323,routine,2017-03-23,2017
5816,100,20171101,routine,2017-11-01,2017
5816,94,20160411,routine,2016-04-11,2016
5816,98,20161108,routine,2016-11-08,2016
5816,92,20150305,routine,2015-03-05,2015
5816,94,20151113,routine,2015-11-13,2015
5817,96,20150304,routine,2015-03-04,2015
5817,87,20160830,routine,2016-08-30,2016
5817,84,20160405,routine,2016-04-05,2016
5817,92,20170118,routine,2017-01-18,2017
5817,94,20171003,routine,2017-10-03,2017
5818,98,20150225,routine,2015-02-25,2015
5818,93,20160317,routine,2016-03-17,2016
5818,91,20170324,routine,2017-03-24,2017
5818,100,20161103,routine,2016-11-03,2016
5818,100,20171031,routine,2017-10-31,2017
5818,98,20151106,routine,2015-11-06,2015
5819,100,20170324,routine,2017-03-24,2017
5819,98,20151103,routine,2015-11-03,2015
5819,96,20171108,routine,2017-11-08,2017
5819,100,20161108,routine,2016-11-08,2016
5819,100,20160315,routine,2016-03-15,2016
5819,98,20150226,routine,2015-02-26,2015
5820,92,20160324,routine,2016-03-24,2016
5820,88,20160902,routine,2016-09-02,2016
5820,98,20170215,routine,2017-02-15,2017
5820,91,20170914,routine,2017-09-14,2017
5820,100,20150507,routine,2015-05-07,2015
5821,96,20150915,routine,2015-09-15,2015
5821,100,20160407,routine,2016-04-07,2016
5821,96,20150424,routine,2015-04-24,2015
5821,100,20170926,routine,2017-09-26,2017
5821,98,20170207,routine,2017-02-07,2017
5821,100,20160919,routine,2016-09-19,2016
5823,100,20170918,routine,2017-09-18,2017
5823,96,20170206,routine,2017-02-06,2017
5823,92,20160322,routine,2016-03-22,2016
5823,94,20150908,routine,2015-09-08,2015
5823,100,20150520,routine,2015-05-20,2015
5823,89,20170208,routine,2017-02-08,2017
5824,100,20160407,routine,2016-04-07,2016
5824,90,20171024,routine,2017-10-24,2017
5824,100,20160919,routine,2016-09-19,2016
5824,94,20150424,routine,2015-04-24,2015
5824,100,20170210,routine,2017-02-10,2017
5824,100,20150916,routine,2015-09-16,2015
5825,100,20151009,routine,2015-10-09,2015
5825,100,20170214,routine,2017-02-14,2017
5825,100,20160908,routine,2016-09-08,2016
5825,94,20160324,routine,2016-03-24,2016
5825,98,20170919,routine,2017-09-19,2017
5827,93,20150129,routine,2015-01-29,2015
5827,96,20160321,routine,2016-03-21,2016
5827,94,20150923,routine,2015-09-23,2015
